id,name,winner_par,geometry,cent,x,y,swing1
E14000559,Birkenhead,Labour,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.231264101380925, 0.2416820583343, 0.2416820583343, 0.231264101380925, 0.231264101380925))","c(0.156141028000615, 0.236473079857612)",156,236,
E14000581,Bootle,Labour,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.26251731892486, 0.272935622550602, 0.272935622550602, 0.26251731892486, 0.26251731892486))","c(0.135303716836826, 0.267726470737731)",135,267,
E14001010,Wallasey,Labour,"list(c(0.150963555631388, 0.150963555631388, 0.161382564812668, 0.161382564812668, 0.150963555631388, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.156173060222028, 0.246891559872239)",156,246,
E14001007,Uxbridge and South Ruislip,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.218647127949606, 0.111457280047308)",218,111,
E14000676,"Ealing, Southall",Labour,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.239484087978859, 0.0906213415999637)",239,90,
E14001005,Twickenham,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.229065431575348, 0.0802023324186839)",229,80,
E14000701,Feltham and Heston,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.218647127949606, 0.0906213415999637)",218,90,
E14001040,Wimbledon,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.24990172132684, 0.0697841875429378)",249,69,
E14000896,Richmond Park,Conservative,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.239484087978859, 0.0802023324186839)",239,80,
E14000984,Sutton and Cheam,Conservative,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.239484087978859, 0.0593674361393788)",239,59,
E14000770,Kingston and Surbiton,Conservative,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.239484087978859, 0.0697841875429378)",239,69,
E14000741,Hendon,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.24990172132684, 0.132292192491881)",249,132,
E14000592,Brent North,Labour,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.239484087978859, 0.111457280047308)",239,111,
E14000731,Harrow East,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.24990172132684, 0.121874737006405)",249,121,
E14000675,Ealing North,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.229065431575348, 0.10103948647571)",229,101,
E14000737,Hayes and Harlington,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.218647127949606, 0.10103948647571)",218,101,
E14000732,Harrow West,Labour,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.239484087978859, 0.121874737006405)",239,121,
E14000906,"Ruislip, Northwood and Pinner",Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.229065431575348, 0.111457280047308)",229,111,
E14000768,Kensington,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.260319689813702, 0.0906213415999637)",260,90,
E14000726,Hammersmith,Labour,"list(c(0.234279222415879, 0.234279222415879, 0.244695838889868, 0.244695838889868, 0.234279222415879, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.239487530652874, 0.10103948647571)",239,101,
E14000692,"Enfield, Southgate",Conservative,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.270738681356093, 0.142710160978742)",270,142,
E14000752,Hornsey and Wood Green,Labour,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.270738681356093, 0.121874737006405)",270,121,
E14000636,Chipping Barnet,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.260319689813702, 0.132292192491881)",260,132,
E14000656,Croydon South,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.260319689813702, 0.0593674361393788)",260,59,
E14000634,Chingford and Woodford Green,Conservative,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.291573930413167, 0.132292192491881)",291,132,
E14001013,Walthamstow,Labour,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.301992586816678, 0.121874737006405)",301,121,
E14000687,Edmonton,Labour,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.281156649842955, 0.132292192491881)",281,132,
E14000720,Hackney North and Stoke Newington,Labour,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.291573930413167, 0.121874737006405)",291,121,
E14001002,Tottenham,Labour,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.270738681356093, 0.132292192491881)",270,132,
E14000751,Hornchurch and Upminster,Conservative,"list(c(0.317619548366415, 0.317619548366415, 0.328038204769925, 0.328038204769925, 0.317619548366415, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.32282887656817, 0.111457280047308)",322,111,
E14000759,Ilford North,Labour,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.301992586816678, 0.132292192491881)",301,132,
E14000657,Dagenham and Rainham,Labour,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.312410908081308, 0.111457280047308)",312,111,
E14000558,Bexleyheath and Crayford,Conservative,"list(c(0.317619548366415, 0.317619548366415, 0.328038204769925, 0.328038204769925, 0.317619548366415, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.32282887656817, 0.0906213415999637)",322,90,
E14000900,Romford,Conservative,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.312410908081308, 0.121874737006405)",312,121,
E14000872,Orpington,Conservative,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.312410908081308, 0.0697841875429378)",312,69,
E14000869,Old Bexley and Sidcup,Conservative,"list(c(0.317619548366415, 0.317619548366415, 0.328038204769925, 0.328038204769925, 0.317619548366415, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.32282887656817, 0.0802023324186839)",322,80,
E14000690,Eltham,Labour,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.312410908081308, 0.0802023324186839)",312,80,
E14000787,Lewisham East,Labour,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.301992586816678, 0.0802023324186839)",301,80,
E14000604,Bromley and Chislehurst,Conservative,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.301992586816678, 0.0697841875429378)",301,69,
E14000718,Greenwich and Woolwich,Labour,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.301992586816678, 0.0906213415999637)",301,90,
E14000679,East Ham,Labour,"list(c(0.296773275004063, 0.296773275004063, 0.307191931407574, 0.307191931407574, 0.296773275004063, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.301982603205819, 0.10103948647571)",301,101,
E14000696,Erith and Thamesmead,Labour,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.312410908081308, 0.0906213415999637)",312,90,
E14000790,Leyton and Wanstead,Labour,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.291573930413167, 0.111457280047308)",291,111,
E14001032,West Ham,Labour,"list(c(0.286354618600553, 0.286354618600553, 0.296773275004063, 0.296773275004063, 0.286354618600553, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.291563946802308, 0.10103948647571)",291,101,
E14000691,Enfield North,Labour,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.281156649842955, 0.142710160978742)",281,142,
E14000760,Ilford South,Labour,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.301992586816678, 0.111457280047308)",301,111,
E14000540,Barking,Labour,"list(c(0.307191931407574, 0.307191931407574, 0.317607836144488, 0.317607836144488, 0.307191931407574, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.312399883776031, 0.10103948647571)",312,101,
E14000553,Bermondsey and Old Southwark,Labour,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.281156649842955, 0.0906213415999637)",281,90,
E14000882,Poplar and Limehouse,Labour,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.291573930413167, 0.0906213415999637)",291,90,
E14000555,Bethnal Green and Bow,Labour,"list(c(0.27593733803034, 0.27593733803034, 0.286354618600553, 0.286354618600553, 0.27593733803034, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.281145978315446, 0.10103948647571)",281,101,
E14000721,Hackney South and Shoreditch,Labour,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.281156649842955, 0.111457280047308)",281,111,
E14000764,Islington South and Finsbury,Labour,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.270738681356093, 0.111457280047308)",270,111,
E14000727,Hampstead and Kilburn,Labour,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.260319689813702, 0.111457280047308)",260,111,
E14000703,Finchley and Golders Green,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.260319689813702, 0.121874737006405)",260,121,
E14001036,Westminster North,Labour,"list(c(0.265518681626829, 0.265518681626829, 0.255099319667781, 0.255099319667781, 0.265518681626829, 0.106248126760816, 0.0958308461906036, 0.0958308461906036, 0.106248126760816, 0.106248126760816))","c(0.260309000647305, 0.10103948647571)",260,101,
E14000591,Brent Central,Labour,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.24990172132684, 0.111457280047308)",249,111,
E14000674,Ealing Central and Acton,Labour,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.24990172132684, 0.0906213415999637)",249,90,
E14000593,Brentford and Isleworth,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.229065431575348, 0.0906213415999637)",229,90,
E14001008,Vauxhall,Labour,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.270738681356093, 0.0802023324186839)",270,80,
E14000639,Cities of London and Westminster,Conservative,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.270738681356093, 0.0906213415999637)",270,90,
E14000763,Islington North,Labour,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.281156649842955, 0.121874737006405)",281,121,
E14000750,Holborn and St Pancras,Labour,"list(c(0.265518681626829, 0.265518681626829, 0.27593733803034, 0.27593733803034, 0.265518681626829, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.270728009828585, 0.10103948647571)",270,101,
E14000615,Camberwell and Peckham,Labour,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.281156649842955, 0.0802023324186839)",281,80,
E14000673,Dulwich and West Norwood,Labour,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.281156649842955, 0.0697841875429378)",281,69,
E14000551,Beckenham,Conservative,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.301992586816678, 0.0593674361393788)",301,59,
E14000654,Croydon Central,Conservative,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.270738681356093, 0.0593674361393788)",270,59,
E14000788,Lewisham West and Penge,Labour,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.291573930413167, 0.0697841875429378)",291,69,
E14000789,"Lewisham, Deptford",Labour,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.291573930413167, 0.0802023324186839)",291,80,
E14000978,Streatham,Labour,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.270738681356093, 0.0697841875429378)",270,69,
E14000655,Croydon North,Labour,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.291573930413167, 0.0593674361393787)",291,59,
E14000621,Carshalton and Wallington,Liberal Democrats,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.281156649842955, 0.0593674361393788)",281,59,
E14000823,Mitcham and Morden,Labour,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.24990172132684, 0.0593674361393788)",249,59,
S14000051,Orkney and Shetland,Liberal Democrats,"list(c(0.213390227665718, 0.213390227665718, 0.223809589624767, 0.223809589624767, 0.213390227665718, 0.528374998057669, 0.538793831113266, 0.538793831113266, 0.528374998057669, 0.528374998057669))","c(0.218599908645243, 0.533584414585468)",218,533,
E14000887,Putney,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.24990172132684, 0.0802023324186839)",249,80,
E14000998,Tooting,Labour,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.260319689813702, 0.0697841875429378)",260,69,
E14000549,Battersea,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.260319689813702, 0.0802023324186839)",260,80,
E14000862,Northampton South,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.229065431575348, 0.173964401578208)",229,173,
E14000649,Coventry North East,Labour,"list(c(0.192578420691386, 0.192578420691386, 0.182160469843412, 0.182160469843412, 0.192578420691386, 0.168791074347765, 0.158372770722023, 0.158372770722023, 0.168791074347765, 0.168791074347765))","c(0.187369445267399, 0.163581922534894)",187,163,
E14000861,Northampton North,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.218647127949606, 0.173964401578208)",218,173,
E14000985,Sutton Coldfield,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.218647127949606, 0.194800517467157)",218,194,
E14000561,"Birmingham, Erdington",Labour,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.19781325472583, 0.194800517467156)",197,194,
E14000563,"Birmingham, Hodge Hill",Labour,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.18739391040567, 0.184381858537304)",187,184,
E14000868,Nuneaton,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.18739391040567, 0.173964401578208)",187,173,
E14000565,"Birmingham, Northfield",Labour,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.145722371597104, 0.153122767243517)",145,153,
E14000566,"Birmingham, Perry Barr",Labour,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.18739391040567, 0.194800517467157)",187,194,
E14000564,"Birmingham, Ladywood",Labour,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.176975324557713, 0.184381858537304)",176,184,
E14000560,"Birmingham, Edgbaston",Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.166558467320823, 0.173964401578208)",166,173,
E14001029,West Bromwich East,Labour,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.176975324557713, 0.194800517467157)",176,194,
E14000722,Halesowen and Rowley Regis,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.156141028000615, 0.173964401578208)",156,173,
E14001030,West Bromwich West,Labour,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.156141028000615, 0.184381858537304)",156,184,
E14000671,Dudley North,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.166558467320823, 0.194800517467157)",166,194,
E14000672,Dudley South,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.145722371597104, 0.184381858537304)",145,184,
E14000976,Stourbridge,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.145722371597104, 0.173964401578208)",145,173,
E14000531,Aldridge-Brownhills,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.200010183334134, 0.210429187462731, 0.210429187462731, 0.200010183334134, 0.200010183334134))","c(0.208230535296043, 0.205219685398432)",208,205,
E14001011,Walsall North,Labour,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.200010183334134, 0.210429187462731, 0.210429187462731, 0.200010183334134, 0.200010183334134))","c(0.19781325472583, 0.205219685398432)",197,205,
E14001012,Walsall South,Labour,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.208230535296043, 0.194800517467156)",208,194,
E14001049,Wolverhampton North East,Labour,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.200010183334134, 0.210429187462731, 0.210429187462731, 0.200010183334134, 0.200010183334134))","c(0.176975324557713, 0.205219685398432)",176,205,
E14001050,Wolverhampton South East,Labour,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.200010183334134, 0.210429187462731, 0.210429187462731, 0.200010183334134, 0.200010183334134))","c(0.18739391040567, 0.205219685398432)",187,205,
E14001051,Wolverhampton South West,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.200010183334134, 0.210429187462731, 0.210429187462731, 0.200010183334134, 0.200010183334134))","c(0.166558467320823, 0.205219685398432)",166,205,
