area,code,region,continent,population,date,vaccinations,vaccinated_percent,vaccinations_new,vaccinations_new_7ma,vaccinations_new_7ma_perM,source,source_link,last_updated
Russia,RUS,Rest of Europe,Europe,144373535,20/12/2020,NA,NA,3357,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Russia,RUS,Rest of Europe,Europe,144373535,19/12/2020,NA,NA,3357,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Russia,RUS,Rest of Europe,Europe,144373535,18/12/2020,NA,NA,3357,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Russia,RUS,Rest of Europe,Europe,144373535,17/12/2020,NA,NA,3357,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Russia,RUS,Rest of Europe,Europe,144373535,16/12/2020,NA,NA,3357,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Russia,RUS,Rest of Europe,Europe,144373535,15/12/2020,28500,0.01974046,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Saudi Arabia,SAU,Middle East,Middle East,34268528,06/01/2021,100000,0.291812943,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Slovakia,SVK,European Union,Europe,5454073,04/01/2021,7201,0.132029769,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Slovenia,SVN,European Union,Europe,2087946,28/12/2020,5934,0.284202752,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Spain,ESP,European Union,Europe,47076781,05/01/2021,139339,0.295982429,56505,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Spain,ESP,European Union,Europe,47076781,04/01/2021,82834,0.175955106,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United Arab Emirates,ARE,Middle East,Middle East,9770529,05/01/2021,826301,8.457075354,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,27/12/2020,346769,0.519140084,43346.14286,43346.08163,648.9244558,UK Government dashboard,https://coronavirus.data.gov.uk/details/healthcare#card-people_who_have_received_vaccinations_by_nation,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,27/12/2020,944539,1.41404813,43346,43346.06122,648.9241503,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,26/12/2020,303423,0.454247761,43346.14286,43346.08163,648.9244558,FT estimate,NA,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,26/12/2020,NA,NA,43346,43346.06122,648.9241503,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,25/12/2020,260077,0.389355437,43346.14286,43346.08163,648.9244558,FT estimate,NA,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,25/12/2020,NA,NA,43346,43346.06122,648.9241503,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,24/12/2020,216731,0.324463114,43346.14286,43346.08163,648.9244558,FT estimate,NA,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,24/12/2020,NA,NA,43346,43346.06122,648.9241503,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,23/12/2020,173385,0.259570791,43346.14286,NA,NA,FT estimate,NA,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,23/12/2020,NA,NA,43346,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,22/12/2020,130038,0.19467697,43346.14286,NA,NA,FT estimate,NA,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,22/12/2020,NA,NA,43346,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,21/12/2020,86692,0.129784647,43346.14286,NA,NA,FT estimate,NA,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,21/12/2020,NA,NA,43346,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,20/12/2020,43346,0.064892323,43346.14286,NA,NA,UK Government dashboard,https://coronavirus.data.gov.uk/details/healthcare#card-people_who_have_received_vaccinations_by_nation,07/01/2021 15:55
United Kingdom,GBR,UK,Europe,66796807,20/12/2020,641116,0.959800369,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,06/01/2021,5306797,1.616745282,358887,327173.1429,996.7512135,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,05/01/2021,4836469,1.473457235,339372,312364,951.6343344,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,04/01/2021,4563260,1.390222591,348017,297551.5714,906.5074453,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,03/01/2021,3899874,1.188118349,336949,278713,849.1146875,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,02/01/2021,4225756,1.287400116,325882,260774.4286,794.4638299,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,01/01/2021,NA,NA,302329,247276.4286,753.3414207,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,31/12/2020,2539365,0.773631699,278776,234834.8571,715.4374799,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,30/12/2020,2794588,0.851386809,255223,222295.5714,677.2358472,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,29/12/2020,1910996,0.582195582,235685,207350.2857,631.7042013,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,28/12/2020,2127143,0.64804597,216147,191885.5714,584.5900874,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,27/12/2020,1713189,0.521932577,211379,169280.1429,515.7213894,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,26/12/2020,1944585,0.592428658,231396,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,25/12/2020,NA,NA,215238,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,24/12/2020,857419,0.261217477,191001,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,23/12/2020,1008025,0.307100434,150606,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,22/12/2020,556208,0.169451867,127432,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,21/12/2020,614117,0.187094167,57909,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
United States,USA,US,N America,328239523,20/12/2020,556208,0.169451867,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
