date,averageVote__result,annotate,highlight
03/02/14,41.78641074,,
05/02/14,41.79160254,,
06/02/14,41.63439892,,
09/02/14,41.6403168,,
11/02/14,41.54737994,,
12/02/14,41.37550881,,
16/02/14,41.16903249,,
17/02/14,41.15596485,,
19/02/14,40.90753667,,
20/02/14,40.76850059,,
21/02/14,41.00656188,,
23/02/14,41.01105829,,
25/02/14,40.93043133,,
25/02/14,40.93043133,,
26/02/14,41.0716882,,
28/02/14,40.90916122,,
02/03/14,40.74706975,,
04/03/14,40.81440772,,
05/03/14,40.65067909,,
06/03/14,40.9646525,,
09/03/14,41.29002968,,
11/03/14,41.28574541,,
12/03/14,41.6277065,,
14/03/14,41.42781096,,
16/03/14,41.27234844,,
18/03/14,41.25643783,,
19/03/14,41.10370043,,
19/03/14,41.10370043,,
19/03/14,41.10370043,,
23/03/14,41.0885907,,
26/03/14,40.99864131,,
26/03/14,40.99864131,,
28/03/14,40.93755701,,
28/03/14,40.93755701,,
30/03/14,40.94077303,,
01/04/14,40.9440111,,
02/04/14,41.11262618,,
03/04/14,41.11488578,,
06/04/14,41.12306489,,
08/04/14,41.126969,,
09/04/14,41.15343658,,
11/04/14,41.15720479,,
13/04/14,41.36582308,,
14/04/14,41.26756608,,
15/04/14,41.08547002,,
16/04/14,40.91835281,,
16/04/14,40.91835281,,
20/04/14,40.60420639,,
23/04/14,40.68738646,,
23/04/14,40.68738646,,
25/04/14,40.71930482,,
27/04/14,40.87413605,,
29/04/14,40.96917154,,
29/04/14,40.96917154,,
30/04/14,40.79792181,,
04/05/14,40.60895535,,
05/05/14,40.52473813,,
07/05/14,40.53530623,,
09/05/14,40.4228723,,
11/05/14,40.40998831,,
13/05/14,40.33654577,,
13/05/14,40.33654577,,
14/05/14,40.07548897,,
14/05/14,40.07548897,,
16/05/14,39.91986807,,
18/05/14,39.76353867,,
19/05/14,39.76443026,,
21/05/14,39.76550772,,
25/05/14,39.74085799,,
27/05/14,39.56436094,,
27/05/14,39.56436094,,
01/06/14,39.51209059,,
03/06/14,39.2424122,,
04/06/14,38.78263109,,
05/06/14,38.60521119,,
05/06/14,38.60521119,,
08/06/14,38.54576977,,
11/06/14,38.84524091,,
11/06/14,38.84524091,,
15/06/14,38.82477222,,
16/06/14,38.94463027,,
17/06/14,38.95080022,,
20/06/14,39.27118622,,
20/06/14,39.27118622,,
22/06/14,39.26833898,,
23/06/14,39.46443647,,
24/06/14,39.39308573,,
25/06/14,39.70927352,,
27/06/14,39.64815234,,
29/06/14,39.79225694,,
30/06/14,39.88795142,,
02/07/14,39.92111059,,
03/07/14,39.88074702,,
06/07/14,39.88932889,,
08/07/14,39.75058935,,
09/07/14,39.78507959,,
13/07/14,39.82374513,,
14/07/14,39.83753034,,
16/07/14,40.00336911,,
16/07/14,40.00336911,,
18/07/14,40.36343785,,
18/07/14,40.36343785,,
20/07/14,40.37413144,,
22/07/14,40.35113034,,
23/07/14,40.8057716,,
23/07/14,40.8057716,,
27/07/14,40.96447277,,
29/07/14,40.80143293,,
30/07/14,40.85359275,,
03/08/14,41.08154969,,
05/08/14,41.28300425,,
06/08/14,41.3486224,,
07/08/14,41.41435359,,
10/08/14,41.27147928,,
13/08/14,41.36231029,,
13/08/14,41.36231029,,
17/08/14,41.4433112,,
19/08/14,41.39778874,,
20/08/14,41.17782758,,
20/08/14,41.17782758,,
20/08/14,41.17782758,,
22/08/14,41.15226934,,
24/08/14,41.15010865,,
27/08/14,41.33426002,,
27/08/14,41.33426002,,
29/08/14,41.46813222,,
31/08/14,41.7938532,,
02/09/14,41.47274406,,
03/09/14,41.31493209,,
04/09/14,40.9817454,,
05/09/14,41.14769016,,
07/09/14,41.0186669,,
10/09/14,41.08767888,,
10/09/14,41.08767888,,
14/09/14,40.90969339,,
16/09/14,40.76174078,,
17/09/14,40.63805858,,
17/09/14,40.63805858,,
21/09/14,40.43018204,,
23/09/14,40.70828772,,
23/09/14,40.70828772,,
24/09/14,40.74876864,,
26/09/14,40.48231992,,
26/09/14,40.48231992,,
28/09/14,40.46675641,,
29/09/14,40.29304323,,
01/10/14,40.32343039,,
02/10/14,40.62233692,,
05/10/14,40.77855147,,
07/10/14,40.64882031,,
07/10/14,40.64882031,,
10/10/14,40.65212379,,
11/10/14,40.83970898,,
13/10/14,40.9950447,,
15/10/14,40.78910925,,
19/10/14,40.8106332,,
21/10/14,40.68470112,,
21/10/14,40.68470112,,
21/10/14,40.68470112,,
22/10/14,40.83095138,,
24/10/14,40.70386643,,
24/10/14,40.70386643,,
26/10/14,40.57728867,,
28/10/14,40.65504923,,
29/10/14,40.66416438,,
02/11/14,40.68171049,,
05/11/14,40.70974258,,
05/11/14,40.70974258,,
06/11/14,40.85020796,,
09/11/14,40.86997612,,
11/11/14,40.88596966,,
12/11/14,40.8967119,,
14/11/14,40.92473602,,
16/11/14,40.94660328,,
17/11/14,40.7535275,,
19/11/14,40.91473519,,
19/11/14,40.91473519,,
21/11/14,40.9208876,,
22/11/14,41.10029291,,
24/11/14,41.25875262,,
25/11/14,41.37504297,,
26/11/14,41.3908368,,
28/11/14,41.3763781,,
30/11/14,41.23579487,,
02/12/14,41.31406315,,
03/12/14,41.16644794,,
04/12/14,40.99789113,,
07/12/14,40.9933362,,
10/12/14,40.99012691,,
11/12/14,40.91466722,,
12/12/14,41.0995893,,
14/12/14,41.10382407,,
16/12/14,41.63576328,,
16/12/14,41.63576328,,
16/12/14,41.63576328,,
17/12/14,41.49100641,,
19/12/14,41.71342062,,
20/12/14,41.85320905,,
01/01/15,41.73724481,,
06/01/15,41.96634411,,
07/01/15,41.97936344,,
08/01/15,41.75565608,,
10/01/15,42.02319473,,
14/01/15,42.08725915,,
15/01/15,42.25841302,,
16/01/15,42.18074748,,
16/01/15,42.18074748,,
17/01/15,41.99683067,,
20/01/15,41.8363669,,
20/01/15,41.8363669,,
21/01/15,41.84112426,,
24/01/15,41.66618599,,
26/01/15,41.67139865,,
28/01/15,41.65191913,,
28/01/15,41.65191913,,
30/01/15,41.51233228,,
31/01/15,41.33872194,,
02/02/15,41.17941237,,
04/02/15,41.19202973,,
05/02/15,41.17364,,
07/02/15,41.14155847,,
10/02/15,41.0275223,,
11/02/15,41.04266963,,
13/02/15,41.21852171,,
14/02/15,41.37475807,,
18/02/15,41.87596238,,
18/02/15,41.87596238,,
19/02/15,41.74157366,,
21/02/15,41.73100635,,
24/02/15,41.61524539,,
24/02/15,41.61524539,,
25/02/15,41.47478837,,
27/02/15,41.41185336,,
28/02/15,41.40128475,,
02/03/15,41.3886406,,
04/03/15,41.22341903,,
05/03/15,41.12986102,,
07/03/15,40.95708936,,
11/03/15,40.94142486,,
11/03/15,40.94142486,,
13/03/15,41.28864767,,
13/03/15,41.28864767,,
14/03/15,41.43550038,,
17/03/15,41.42730221,,
18/03/15,41.41467128,,
19/03/15,41.43277716,,
21/03/15,41.41253699,,
24/03/15,41.47141605,,
24/03/15,41.47141605,,
25/03/15,41.4587765,,
27/03/15,41.21957668,,
28/03/15,41.37519817,,
31/03/15,41.86759252,,
31/03/15,41.86759252,,
02/04/15,41.80076941,,
04/04/15,41.80655201,,
08/04/15,41.81916085,,
09/04/15,41.67942848,,
11/04/15,41.50160723,,
14/04/15,41.29444774,,
15/04/15,41.31047295,,
16/04/15,41.2507507,,
16/04/15,41.2507507,,
17/04/15,41.22939141,,
18/04/15,41.2253804,,
21/04/15,41.22150076,,
22/04/15,41.23927831,,
24/04/15,41.21926483,,
25/04/15,41.21478656,,
27/04/15,41.12833718,,
29/04/15,41.144665,,
03/05/15,41.14406907,,
04/05/15,41.22285601,,
06/05/15,41.24483721,,
07/05/15,41.03580703,,
09/05/15,40.81882374,,
12/05/15,40.58342333,,
13/05/15,40.70492857,,
15/05/15,40.73766056,,
16/05/15,40.71957298,,
19/05/15,40.51442564,,
20/05/15,40.31161362,,
21/05/15,40.67224381,,
21/05/15,40.67224381,,
22/05/15,40.57279626,,
23/05/15,40.56083152,,
27/05/15,40.46249299,,
27/05/15,40.46249299,,
30/05/15,40.43932725,,
01/06/15,40.43682355,,
02/06/15,40.58226521,,
03/06/15,40.42655418,,
06/06/15,40.39688036,,
10/06/15,40.37276359,,
10/06/15,40.37276359,,
12/06/15,40.50827677,,
13/06/15,40.4865608,,
15/06/15,40.66971767,,
17/06/15,40.67113757,,
18/06/15,40.80938034,,
19/06/15,40.75350289,,
20/06/15,40.73471412,,
23/06/15,40.55178899,,
24/06/15,40.55964783,,
25/06/15,40.78692807,,
27/06/15,40.93598964,,
30/06/15,40.82899939,,
01/07/15,41.00528361,,
02/07/15,40.95015748,,
03/07/15,40.95010083,,
04/07/15,40.78657391,,
07/07/15,41.33457587,,
08/07/15,41.35158833,,
12/07/15,41.69914571,,
13/07/15,41.53874029,,
14/07/15,41.55442879,,
16/07/15,41.37782348,,
17/07/15,41.45857338,,
18/07/15,41.63988563,,
20/07/15,41.65138262,,
22/07/15,41.47781786,,
23/07/15,41.55558623,,
24/07/15,41.50650138,,
25/07/15,41.53858051,,
28/07/15,41.48313351,,
29/07/15,41.64014835,,
30/07/15,41.77215116,,
01/08/15,41.80907242,,
03/08/15,42.07735884,,
05/08/15,41.92235254,,
08/08/15,41.9794222,,
11/08/15,41.95852763,,
12/08/15,42.38301575,,
14/08/15,42.41173703,,
16/08/15,42.47640377,,
17/08/15,42.14777868,,
19/08/15,42.05925297,,
19/08/15,42.05925297,,
21/08/15,42.08142534,,
22/08/15,41.92317829,,
26/08/15,41.735993,,
26/08/15,41.735993,,
27/08/15,41.7763622,,
29/08/15,41.61604811,,
31/08/15,41.5307417,,
02/09/15,41.33286311,,
03/09/15,41.38813855,,
05/09/15,41.37222732,,
08/09/15,41.3612605,,
09/09/15,41.50853877,,
11/09/15,41.56524834,,
11/09/15,41.56524834,,
12/09/15,41.55235727,,
14/09/15,41.27385293,,
16/09/15,41.36901923,,
16/09/15,41.36901923,,
17/09/15,41.42409785,,
19/09/15,41.26062079,,
21/09/15,41.14647772,,
23/09/15,40.96260811,,
25/09/15,40.8383084,,
26/09/15,40.81201596,,
28/09/15,40.58920004,,
30/09/15,40.5380883,,
01/10/15,40.32653767,,
03/10/15,40.29125291,,
06/10/15,40.28066719,,
07/10/15,40.06225487,,
08/10/15,39.89561301,,
09/10/15,39.94514884,,
10/10/15,39.59812742,,
12/10/15,39.37625191,,
14/10/15,39.1362866,,
17/10/15,38.8376639,,
19/10/15,38.57770348,,
20/10/15,38.45707245,,
21/10/15,38.42443582,,
23/10/15,38.06226426,,
23/10/15,38.06226426,,
24/10/15,37.87796922,,
27/10/15,37.49377227,,
28/10/15,37.15332816,,
31/10/15,37.05769376,,
02/11/15,37.05064116,,
04/11/15,36.94944133,,
05/11/15,36.78077142,,
07/11/15,36.67546587,,
09/11/15,36.29062978,,
11/11/15,36.65376414,,
13/11/15,36.90680892,,
14/11/15,37.08598555,,
16/11/15,37.20264277,,
17/11/15,36.78173671,,
19/11/15,37.21778654,,
19/11/15,37.21778654,,
20/11/15,37.20718854,,
21/11/15,37.20310391,,
23/11/15,37.07706929,,
25/11/15,37.50793448,,
27/11/15,37.58436732,,
28/11/15,37.73393392,,
30/11/15,37.66644737,,
02/12/15,37.68219579,,
03/12/15,37.64413843,,
05/12/15,37.4691789,,
08/12/15,37.44516253,,
09/12/15,37.27904529,,
11/12/15,37.35986778,,
12/12/15,37.34445408,,
14/12/15,37.27276572,,
15/12/15,37.47124935,,
16/12/15,37.55505936,,
18/12/15,37.67656992,,
19/12/15,37.82805345,,
21/12/15,37.84751425,,
22/12/15,37.86714314,,
26/12/15,38.0522333,,
29/12/15,37.86673911,,
04/01/16,38.01309665,,
04/01/16,38.01309665,,
06/01/16,37.9882423,,
07/01/16,38.17451789,,
09/01/16,38.21894812,,
11/01/16,37.95258715,,
13/01/16,37.93651353,,
15/01/16,37.42692807,,
15/01/16,37.42692807,,
16/01/16,37.27960836,,
18/01/16,36.75618931,,
19/01/16,36.57931704,,
23/01/16,36.15955962,,
25/01/16,36.01752222,,
26/01/16,35.80659174,,
27/01/16,35.63139645,,
29/01/16,35.65671282,,
30/01/16,35.28307354,,
01/02/16,35.23873355,,
03/02/16,34.98933165,,
03/02/16,34.98933165,,
06/02/16,35.14789197,,
09/02/16,34.97512276,,
10/02/16,34.98953588,,
13/02/16,34.96577045,,
15/02/16,34.88688198,,
17/02/16,34.39893636,,
17/02/16,34.39893636,,
18/02/16,34.82487895,,
19/02/16,34.87079646,,
20/02/16,34.87764861,,
22/02/16,34.83049011,,
24/02/16,34.82496442,,
26/02/16,35.15631032,,
27/02/16,35.31603489,,
29/02/16,35.10928901,,
29/02/16,35.10928901,,
02/03/16,35.09697379,,
05/03/16,34.92408496,,
08/03/16,34.82621646,,
09/03/16,34.81196183,,
12/03/16,34.9845101,,
14/03/16,34.77351488,,
16/03/16,34.71460794,,
17/03/16,34.92269588,,
18/03/16,34.93192144,,
18/03/16,34.93192144,,
19/03/16,34.63405958,,
21/03/16,34.72907125,,
22/03/16,34.72300382,,
24/03/16,34.54255115,,
26/03/16,34.52413278,,
29/03/16,34.29842476,,
30/03/16,34.47319493,,
02/04/16,34.25629595,,
04/04/16,34.17693536,,
06/04/16,33.97642562,,
07/04/16,33.95630487,,
08/04/16,34.23350352,,
09/04/16,34.37606857,,
11/04/16,34.19430375,,
13/04/16,33.96592011,,
16/04/16,33.65526961,,
18/04/16,33.56250083,,
20/04/16,33.53768062,,
20/04/16,33.53768062,,
21/04/16,33.76646864,,
22/04/16,33.30170863,,
22/04/16,33.30170863,,
23/04/16,33.29731649,,
25/04/16,33.18614836,,
27/04/16,33.03937539,,
30/04/16,33.02814393,,
02/05/16,33.14288023,,
03/05/16,33.30419249,,
04/05/16,33.28539848,,
07/05/16,33.07923548,,
09/05/16,32.74220867,,
11/05/16,32.73505199,,
13/05/16,32.73074977,,
14/05/16,32.88666734,,
17/05/16,32.88722546,,
17/05/16,32.88722546,,
17/05/16,32.88722546,,
20/05/16,32.67026971,,
21/05/16,32.48024085,,
23/05/16,32.43411578,,
24/05/16,32.28243124,,
28/05/16,32.45526561,,
31/05/16,32.27244181,,
01/06/16,32.49496427,,
02/06/16,32.37890399,,
02/06/16,32.37890399,,
03/06/16,32.43088611,,
04/06/16,32.43944118,,
06/06/16,32.38918118,,
08/06/16,32.40619758,,
11/06/16,32.58787205,,
13/06/16,32.52009357,,
15/06/16,32.52403283,,
15/06/16,32.52403283,,
17/06/16,32.32944018,,
18/06/16,32.19765139,,
20/06/16,32.31684216,,
22/06/16,32.32358011,,
24/06/16,32.56382544,,
25/06/16,32.40791459,,
27/06/16,32.20110876,,
28/06/16,32.39489975,,
02/07/16,32.60276363,,
04/07/16,32.52913885,,
06/07/16,32.78866636,,
07/07/16,33.19719723,,
08/07/16,33.25274013,,
09/07/16,33.64240399,,
11/07/16,33.75729595,,
13/07/16,33.99307333,,
14/07/16,34.00035129,,
15/07/16,33.82852565,,
16/07/16,33.85641921,,
19/07/16,33.96222249,,
20/07/16,33.82389302,,
21/07/16,34.08980421,,
22/07/16,34.24216494,,
23/07/16,34.26265093,,
26/07/16,34.16223176,,
26/07/16,34.16223176,,
30/07/16,34.18078722,,
02/08/16,34.1197269,,
03/08/16,34.13966062,,
04/08/16,34.1986774,,
06/08/16,34.0163476,,
09/08/16,33.91368986,,
10/08/16,34.12838674,,
12/08/16,34.2131639,,
13/08/16,34.20414944,,
16/08/16,33.99411036,,
17/08/16,34.03033608,,
20/08/16,33.98614578,,
23/08/16,33.88055852,,
24/08/16,33.84989625,,
24/08/16,33.84989625,,
26/08/16,33.6758329,,
27/08/16,33.67830638,,
30/08/16,33.49545521,,
31/08/16,33.13046501,,
01/09/16,33.11105255,,
03/09/16,33.10241557,,
05/09/16,33.01295326,,
07/09/16,32.96019358,,
10/09/16,32.67442357,,
13/09/16,32.53058016,,
14/09/16,32.27220863,,
15/09/16,32.40119174,,
17/09/16,32.16969094,,
19/09/16,31.97200657,,
21/09/16,32.13540802,,
22/09/16,32.35721248,,
23/09/16,32.3660856,,
23/09/16,32.3660856,,
24/09/16,32.36044596,,
27/09/16,32.29990985,,
28/09/16,32.30726476,,
01/10/16,32.28627132,,
05/10/16,32.21071947,,
05/10/16,32.21071947,,
06/10/16,32.36386688,,
08/10/16,32.33318708,,
10/10/16,32.16755059,,
12/10/16,32.34878535,,
13/10/16,32.62428966,,
14/10/16,32.82852825,,
15/10/16,32.81148624,,
18/10/16,32.70684521,,
19/10/16,32.72265732,,
20/10/16,32.7607487,,
20/10/16,32.7607487,,
22/10/16,32.89523468,,
25/10/16,32.97394976,,
26/10/16,33.15007374,,
28/10/16,33.02762796,,
29/10/16,33.18936802,,
02/11/16,32.97459173,,
02/11/16,32.97459173,,
03/11/16,32.91071654,,
03/11/16,32.91071654,,
05/11/16,32.93080397,,
08/11/16,32.88800556,,
09/11/16,32.9073427,,
11/11/16,33.08100944,,
12/11/16,33.10518445,,
14/11/16,32.97147438,,
16/11/16,33.31135521,,
16/11/16,33.31135521,,
18/11/16,33.13891516,,
19/11/16,32.99603837,,
22/11/16,33.16510123,,
23/11/16,33.37302632,,
25/11/16,33.76111438,,
26/11/16,34.10134836,,
28/11/16,34.26009363,,
30/11/16,34.51652173,,
03/12/16,35.0211701,,
06/12/16,34.8908414,,
07/12/16,34.74183791,,
08/12/16,35.04588968,,
09/12/16,35.11329046,,
10/12/16,34.97674516,,
13/12/16,34.92624121,,
14/12/16,35.16356713,,
16/12/16,35.39103489,,
17/12/16,35.40957443,,
20/12/16,35.35251763,,
20/12/16,35.35251763,,
22/12/16,35.36897801,,
23/12/16,35.06405721,,
24/12/16,35.0746372,,
28/12/16,35.48101649,,
03/01/17,35.36872928,,
04/01/17,35.18505122,,
05/01/17,35.59103694,,
05/01/17,35.59103694,,
07/01/17,35.98259504,,
09/01/17,35.91350986,,
11/01/17,35.9308954,,
13/01/17,35.94333208,,
14/01/17,35.82008917,,
17/01/17,35.99355145,,
18/01/17,36.20112361,,
21/01/17,36.03036886,,
23/01/17,35.74722853,,
25/01/17,35.55471664,,
26/01/17,35.62798099,,
27/01/17,35.46207356,,
27/01/17,35.46207356,,
28/01/17,35.63668717,,
30/01/17,35.56818417,,
01/02/17,35.2372353,,
02/02/17,35.04750148,,
02/02/17,35.04750148,,
04/02/17,34.33993662,,
06/02/17,33.8072485,,
08/02/17,33.60353312,,
09/02/17,33.48804309,,
11/02/17,33.44107828,,
13/02/17,33.31464143,,
15/02/17,33.26231298,,
17/02/17,33.14476899,,
18/02/17,32.9440678,,
21/02/17,33.06931766,,
22/02/17,32.98557953,,
22/02/17,32.98557953,,
23/02/17,32.60972749,,
25/02/17,32.58851508,,
28/02/17,32.37569843,,
01/03/17,32.22957537,,
04/03/17,32.37985,,
07/03/17,32.3024725,,
08/03/17,32.30390467,,
09/03/17,32.39683589,,
10/03/17,32.56140269,,
11/03/17,32.56948066,,
13/03/17,32.62217335,,
15/03/17,32.62202116,,
18/03/17,32.62344457,,
20/03/17,32.57003332,,
22/03/17,32.79123989,,
23/03/17,32.95630853,,
23/03/17,32.95630853,,
25/03/17,32.95231224,,
27/03/17,33.08468299,,
28/03/17,33.22682021,,
29/03/17,33.24074887,,
01/04/17,33.22973319,,
03/04/17,33.19190045,,
04/04/17,33.56719666,,
07/04/17,33.81586537,,
08/04/17,34.15545053,,
10/04/17,34.31046457,,
11/04/17,34.36317395,,
13/04/17,34.49107408,,
15/04/17,34.51157937,,
19/04/17,34.72791052,,
19/04/17,34.72791052,,
20/04/17,34.92112553,,
22/04/17,35.16575866,,
25/04/17,35.35074154,,
25/04/17,35.35074154,,
26/04/17,35.36761623,,
28/04/17,35.68881024,,
29/04/17,35.70041517,,
02/05/17,35.66792868,,
03/05/17,35.67344308,,
04/05/17,35.72536257,,
06/05/17,35.73238323,,
09/05/17,35.87178499,,
10/05/17,35.8736565,,
11/05/17,36.11745499,,
13/05/17,36.28536826,,
16/05/17,36.44258019,,
17/05/17,36.80908405,,
18/05/17,37.01330479,,
19/05/17,37.20068577,,
20/05/17,37.38850963,,
22/05/17,37.48891034,,
23/05/17,37.70318875,,
26/05/17,37.63327735,,
27/05/17,37.64903228,,
29/05/17,37.36854509,,
31/05/17,37.23237248,,
01/06/17,37.54594852,,
02/06/17,37.73229625,,
03/06/17,37.74296028,,
06/06/17,38.18722819,,
07/06/17,38.35648035,,
08/06/17,38.32688633,,
10/06/17,38.48833105,,
12/06/17,38.31774674,,
13/06/17,38.15837976,,
15/06/17,38.33206554,,
17/06/17,38.35577489,,
20/06/17,38.49711444,,
20/06/17,38.49711444,,
21/06/17,38.65172458,,
23/06/17,38.67866958,,
24/06/17,38.68430491,,
27/06/17,38.79376441,,
28/06/17,38.97316964,,
29/06/17,38.97273338,,
01/07/17,38.96995967,,
03/07/17,38.71447815,,
05/07/17,38.50236776,,
06/07/17,38.62440456,,
06/07/17,38.62440456,,
07/07/17,38.79921487,,
08/07/17,38.64386395,,
10/07/17,38.57671215,,
11/07/17,38.57150579,,
15/07/17,38.51270055,,
18/07/17,38.54641843,,
18/07/17,38.54641843,,
19/07/17,38.71594752,,
21/07/17,38.78268803,,
22/07/17,38.76667143,,
25/07/17,38.96332526,,
26/07/17,38.98339504,,
27/07/17,39.15220849,,
29/07/17,39.12757221,,
01/08/17,38.98260207,,
02/08/17,38.99760252,,
05/08/17,38.94771598,,
07/08/17,38.87529281,,
09/08/17,38.73459577,,
09/08/17,38.73459577,,
11/08/17,38.87053054,,
12/08/17,38.84734611,,
15/08/17,38.77075696,,
16/08/17,38.82920678,,
16/08/17,38.82920678,,
19/08/17,38.98521887,,
22/08/17,39.18370389,,
22/08/17,39.18370389,,
23/08/17,39.01246245,,
24/08/17,38.84805268,,
25/08/17,38.75053387,,
26/08/17,38.6003002,,
29/08/17,38.41446395,,
30/08/17,38.39653138,,
31/08/17,38.21634741,,
01/09/17,38.22122384,,
02/09/17,38.20676392,,
04/09/17,38.07776367,,
06/09/17,37.97193912,,
06/09/17,37.97193912,,
07/09/17,37.84382002,,
07/09/17,37.84382002,,
08/09/17,37.57131236,,
08/09/17,37.57131236,,
09/09/17,37.43292296,,
11/09/17,37.41366086,,
13/09/17,37.40312006,,
14/09/17,37.39129181,,
15/09/17,37.08902161,,
16/09/17,36.92501884,,
18/09/17,36.82006001,,
19/09/17,36.43568814,,
19/09/17,36.43568814,,
21/09/17,36.35163707,,
21/09/17,36.35163707,,
22/09/17,35.82723758,,
22/09/17,35.82723758,,
22/09/17,35.82723758,,
22/09/17,35.82723758,,
24/09/17,32.9,election,
29/09/17,32.76088908,,
30/09/17,32.77687373,,
