id,constituency,county,region,country,Conservative Party,Liberal Democrats,Labour 
E14000864,NORWICH SOUTH,Norfolk,Eastern,England,0.31,0.06,0.61
E14000865,NOTTINGHAM EAST,Nottinghamshire,East Midlands,England,0.22,0.03,0.71
E14000866,NOTTINGHAM NORTH,Nottinghamshire,East Midlands,England,0.31,0.02,0.60
E14000867,NOTTINGHAM SOUTH,Nottinghamshire,East Midlands,England,0.31,0.03,0.62
E14000868,NUNEATON,Warwickshire,West Midlands,England,0.52,0.02,0.41
E14000869,OLD BEXLEY AND SIDCUP,London,London,England,0.61,0.03,0.29
E14000870,OLDHAM EAST AND SADDLEWORTH,Greater Manchester,North West,England,0.37,0.04,0.54
E14000871,OLDHAM WEST AND ROYTON,Greater Manchester,North West,England,0.28,0.02,0.65
E14000872,ORPINGTON,London,London,England,0.63,0.07,0.24
E14000873,OXFORD EAST,Oxfordshire,South East,England,0.22,0.09,0.65
E14000874,OXFORD WEST AND ABINGDON,Oxfordshire,South East,England,0.42,0.44,0.13
E14000875,PENDLE,Lancashire,North West,England,0.49,0.02,0.46
E14000876,PENISTONE AND STOCKSBRIDGE,South Yorkshire,Yorkshire and The Humber,England,0.43,0.04,0.46
E14000877,PENRITH AND THE BORDER,Cumbria,North West,England,0.60,0.08,0.26
E14000878,PETERBOROUGH,Cambridgeshire,Eastern,England,0.47,0.03,0.48
E14000879,"PLYMOUTH, MOOR VIEW",Devon,South West,England,0.52,0.02,0.41
E14000880,"PLYMOUTH, SUTTON AND DEVONPORT",Devon,South West,England,0.40,0.02,0.53
E14000881,POOLE,Dorset,South West,England,0.58,0.09,0.29
E14000882,POPLAR AND LIMEHOUSE,London,London,England,0.20,0.07,0.67
E14000883,PORTSMOUTH NORTH,Hampshire,South East,England,0.55,0.06,0.34
E14000884,PORTSMOUTH SOUTH,Hampshire,South East,England,0.38,0.17,0.41
E14000885,PRESTON,Lancashire,North West,England,0.24,0.03,0.68
E14000886,PUDSEY,West Yorkshire,Yorkshire and The Humber,England,0.47,0.03,0.47
E14000887,PUTNEY,London,London,England,0.44,0.12,0.41
E14000888,RAYLEIGH AND WICKFORD,Essex,Eastern,England,0.67,0.03,0.24
E14000889,READING EAST,Berkshire,South East,England,0.42,0.06,0.49
E14000890,READING WEST,Berkshire,South East,England,0.49,0.06,0.43
E14000891,REDCAR,Cleveland,North East,England,0.33,0.07,0.56
E14000892,REDDITCH,Hereford and Worcester,West Midlands,England,0.52,0.03,0.36
E14000893,REIGATE,Surrey,South East,England,0.57,0.11,0.25
E14000894,RIBBLE VALLEY,Lancashire,North West,England,0.58,0.06,0.34
E14000895,RICHMOND (YORKS),North Yorkshire,Yorkshire and The Humber,England,0.64,0.06,0.23
E14000896,RICHMOND PARK,London,London,England,0.45,0.45,0.09
E14000897,ROCHDALE,Greater Manchester,North West,England,0.28,0.08,0.58
E14000898,ROCHESTER AND STROOD,Kent,South East,England,0.54,0.02,0.36
E14000899,ROCHFORD AND SOUTHEND EAST,Essex,Eastern,England,0.49,0.03,0.37
E14000900,ROMFORD,London,London,England,0.59,0.02,0.32
E14000901,ROMSEY AND SOUTHAMPTON NORTH,Hampshire,South East,England,0.57,0.21,0.19
E14000902,ROSSENDALE AND DARWEN,Lancashire,North West,England,0.51,0.03,0.44
E14000903,ROTHER VALLEY,South Yorkshire,Yorkshire and The Humber,England,0.40,0.02,0.48
E14000904,ROTHERHAM,South Yorkshire,Yorkshire and The Humber,England,0.26,0.05,0.56
E14000905,RUGBY,Warwickshire,West Midlands,England,0.54,0.06,0.38
E14000906,"RUISLIP, NORTHWOOD AND PINNER",London,London,England,0.57,0.07,0.31
E14000907,RUNNYMEDE AND WEYBRIDGE,Surrey,South East,England,0.61,0.07,0.26
E14000908,RUSHCLIFFE,Nottinghamshire,East Midlands,England,0.52,0.05,0.38
E14000909,RUTLAND AND MELTON,Leicestershire,East Midlands,England,0.63,0.08,0.23
E14000910,SAFFRON WALDEN,Essex,Eastern,England,0.62,0.14,0.21
E14000911,SALFORD AND ECCLES,Greater Manchester,North West,England,0.25,0.03,0.65
E14000912,SALISBURY,Wiltshire,South West,England,0.58,0.11,0.26
E14000913,SCARBOROUGH AND WHITBY,North Yorkshire,Yorkshire and The Humber,England,0.48,0.03,0.42
E14000914,SCUNTHORPE,Humberside,Yorkshire and The Humber,England,0.43,0.01,0.52
E14000915,SEDGEFIELD,Durham,North East,England,0.39,0.02,0.53
E14000916,SEFTON CENTRAL,Merseyside,North West,England,0.33,0.03,0.63
E14000917,SELBY AND AINSTY,North Yorkshire,Yorkshire and The Humber,England,0.59,0.04,0.34
E14000918,SEVENOAKS,Kent,South East,England,0.64,0.08,0.21
E14000919,SHEFFIELD CENTRAL,South Yorkshire,Yorkshire and The Humber,England,0.13,0.05,0.71
E14000920,SHEFFIELD SOUTH EAST,South Yorkshire,Yorkshire and The Humber,England,0.31,0.03,0.59
E14000921,"SHEFFIELD, BRIGHTSIDE AND HILLSBOROUGH",South Yorkshire,Yorkshire and The Humber,England,0.22,0.03,0.67
E14000922,"SHEFFIELD, HALLAM",South Yorkshire,Yorkshire and The Humber,England,0.24,0.35,0.38
E14000923,"SHEFFIELD, HEELEY",South Yorkshire,Yorkshire and The Humber,England,0.29,0.05,0.60
E14000924,SHERWOOD,Nottinghamshire,East Midlands,England,0.52,0.02,0.42
E14000925,SHIPLEY,West Yorkshire,Yorkshire and The Humber,England,0.51,0.04,0.43
E14000926,SHREWSBURY AND ATCHAM,Shropshire,West Midlands,England,0.50,0.07,0.39
E14000927,SITTINGBOURNE AND SHEPPEY,Kent,South East,England,0.60,0.03,0.31
E14000928,SKIPTON AND RIPON,North Yorkshire,Yorkshire and The Humber,England,0.63,0.00,0.28
E14000929,SLEAFORD AND NORTH HYKEHAM,Lincolnshire,East Midlands,England,0.64,0.04,0.26
E14000930,SLOUGH,Berkshire,South East,England,0.32,0.02,0.63
E14000931,SOLIHULL,West Midlands,West Midlands,England,0.58,0.16,0.22
E14000932,SOMERTON AND FROME,Somerset,South West,England,0.57,0.21,0.17
E14000933,SOUTH BASILDON AND EAST THURROCK,Essex,Eastern,England,0.57,0.02,0.33
E14000934,SOUTH CAMBRIDGESHIRE,Cambridgeshire,Eastern,England,0.52,0.19,0.27
E14000935,SOUTH DERBYSHIRE,Derbyshire,East Midlands,England,0.59,0.04,0.36
E14000936,SOUTH DORSET,Dorset,South West,England,0.56,0.06,0.34
E14000937,SOUTH EAST CAMBRIDGESHIRE,Cambridgeshire,Eastern,England,0.53,0.19,0.28
E14000938,SOUTH EAST CORNWALL,Cornwall,South West,England,0.55,0.19,0.23
E14000939,SOUTH HOLLAND AND THE DEEPINGS,Lincolnshire,East Midlands,England,0.70,0.03,0.20
E14000940,SOUTH LEICESTERSHIRE,Leicestershire,East Midlands,England,0.61,0.04,0.29
E14000941,SOUTH NORFOLK,Norfolk,Eastern,England,0.58,0.08,0.31
E14000942,SOUTH NORTHAMPTONSHIRE,Northamptonshire,East Midlands,England,0.62,0.06,0.27
E14000943,SOUTH RIBBLE,Lancashire,North West,England,0.53,0.04,0.39
E14000944,SOUTH SHIELDS,Tyne and Wear,North East,England,0.26,0.02,0.62
E14000945,SOUTH STAFFORDSHIRE,Staffordshire,West Midlands,England,0.70,0.03,0.25
E14000946,SOUTH SUFFOLK,Suffolk,Eastern,England,0.61,0.06,0.28
E14000947,SOUTH SWINDON,Wiltshire,South West,England,0.48,0.04,0.44
E14000948,SOUTH THANET,Kent,South East,England,0.51,0.03,0.38
E14000949,SOUTH WEST BEDFORDSHIRE,Bedfordshire,Eastern,England,0.59,0.05,0.34
E14000950,SOUTH WEST DEVON,Devon,South West,England,0.60,0.05,0.30
E14000951,SOUTH WEST HERTFORDSHIRE,Hertfordshire,Eastern,England,0.58,0.12,0.26
E14000952,SOUTH WEST NORFOLK,Norfolk,Eastern,England,0.63,0.05,0.28
E14000953,SOUTH WEST SURREY,Surrey,South East,England,0.56,0.10,0.13
E14000954,SOUTH WEST WILTSHIRE,Wiltshire,South West,England,0.60,0.10,0.27
E14000955,"SOUTHAMPTON, ITCHEN",Hampshire,South East,England,0.47,0.03,0.46
E14000956,"SOUTHAMPTON, TEST",Hampshire,South East,England,0.34,0.04,0.59
E14000957,SOUTHEND WEST,Essex,Eastern,England,0.55,0.04,0.34
E14000958,SOUTHPORT,Merseyside,North West,England,0.39,0.26,0.33
E14000959,SPELTHORNE,Surrey,South East,England,0.57,0.05,0.30
E14000960,ST ALBANS,Hertfordshire,Eastern,England,0.43,0.32,0.23
E14000961,ST AUSTELL AND NEWQUAY,Cornwall,South West,England,0.50,0.21,0.29
E14000962,ST HELENS NORTH,Merseyside,North West,England,0.27,0.03,0.64
E14000963,ST HELENS SOUTH AND WHISTON,Merseyside,North West,England,0.22,0.04,0.68
E14000964,ST IVES,Cornwall,South West,England,0.43,0.43,0.14
E14000965,STAFFORD,Staffordshire,West Midlands,England,0.55,0.03,0.40
E14000966,STAFFORDSHIRE MOORLANDS,Staffordshire,West Midlands,England,0.58,0.03,0.34
E14000967,STALYBRIDGE AND HYDE,Greater Manchester,North West,England,0.38,0.02,0.57
E14000968,STEVENAGE,Hertfordshire,Eastern,England,0.50,0.04,0.43
E14000969,STOCKPORT,Greater Manchester,North West,England,0.28,0.04,0.63
E14000970,STOCKTON NORTH,Cleveland,North East,England,0.36,0.02,0.57
E14000971,STOCKTON SOUTH,Cleveland,North East,England,0.47,0.02,0.48
E14000972,STOKE-ON-TRENT CENTRAL,Staffordshire,West Midlands,England,0.40,0.02,0.52
E14000973,STOKE-ON-TRENT NORTH,Staffordshire,West Midlands,England,0.45,0.02,0.51
E14000974,STOKE-ON-TRENT SOUTH,Staffordshire,West Midlands,England,0.49,0.02,0.47
E14000975,STONE,Staffordshire,West Midlands,England,0.63,0.04,0.28
E14000976,STOURBRIDGE,West Midlands,West Midlands,England,0.55,0.02,0.38
E14000977,STRATFORD-ON-AVON,Warwickshire,West Midlands,England,0.63,0.12,0.22
E14000978,STREATHAM,London,London,England,0.21,0.06,0.68
E14000979,STRETFORD AND URMSTON,Greater Manchester,North West,England,0.28,0.02,0.67
E14000980,STROUD,Gloucestershire,South West,England,0.46,0.03,0.47
E14000981,SUFFOLK COASTAL,Suffolk,Eastern,England,0.58,0.07,0.30
E14000982,SUNDERLAND CENTRAL,Tyne and Wear,North East,England,0.33,0.04,0.56
E14000983,SURREY HEATH,Surrey,South East,England,0.64,0.11,0.21
E14000984,SUTTON AND CHEAM,London,London,England,0.51,0.27,0.21
E14000985,SUTTON COLDFIELD,West Midlands,West Midlands,England,0.61,0.04,0.32
E14000986,TAMWORTH,Staffordshire,West Midlands,England,0.61,0.04,0.35
E14000987,TATTON,Cheshire,North West,England,0.59,0.09,0.28
E14000988,TAUNTON DEANE,Somerset,South West,England,0.53,0.28,0.15
E14000989,TELFORD,Shropshire,West Midlands,England,0.49,0.02,0.47
E14000990,TEWKESBURY,Gloucestershire,South West,England,0.60,0.14,0.22
E14000991,THE COTSWOLDS,Gloucestershire,South West,England,0.61,0.16,0.18
E14000992,THE WREKIN,Shropshire,West Midlands,England,0.55,0.03,0.36
E14000993,THIRSK AND MALTON,North Yorkshire,Yorkshire and The Humber,England,0.60,0.07,0.26
E14000994,THORNBURY AND YATE,Avon,South West,England,0.55,0.31,0.12
E14000995,THURROCK,Essex,Eastern,England,0.40,0.02,0.39
E14000996,TIVERTON AND HONITON,Devon,South West,England,0.61,0.08,0.27
E14000997,TONBRIDGE AND MALLING,Kent,South East,England,0.64,0.07,0.22
E14000998,TOOTING,London,London,England,0.33,0.05,0.60
E14000999,TORBAY,Devon,South West,England,0.53,0.25,0.18
E14001000,TORRIDGE AND WEST DEVON,Devon,South West,England,0.57,0.18,0.22
E14001001,TOTNES,Devon,South West,England,0.54,0.13,0.27
E14001002,TOTTENHAM,London,London,England,0.11,0.03,0.82
E14001003,TRURO AND FALMOUTH,Cornwall,South West,England,0.44,0.15,0.38
E14001004,TUNBRIDGE WELLS,Kent,South East,England,0.57,0.10,0.27
E14001005,TWICKENHAM,London,London,England,0.38,0.53,0.09
E14001006,TYNEMOUTH,Tyne and Wear,North East,England,0.36,0.03,0.57
E14001007,UXBRIDGE AND SOUTH RUISLIP,London,London,England,0.51,0.04,0.40
E14001008,VAUXHALL,London,London,England,0.19,0.21,0.57
E14001009,WAKEFIELD,West Yorkshire,Yorkshire and The Humber,England,0.45,0.02,0.50
E14001010,WALLASEY,Merseyside,North West,England,0.23,0.02,0.71
E14001011,WALSALL NORTH,West Midlands,West Midlands,England,0.50,0.02,0.43
E14001012,WALSALL SOUTH,West Midlands,West Midlands,England,0.37,0.01,0.57
E14001013,WALTHAMSTOW,London,London,England,0.14,0.03,0.81
E14001014,WANSBECK,Northumberland,North East,England,0.33,0.05,0.57
E14001015,WANTAGE,Oxfordshire,South East,England,0.54,0.15,0.27
E14001016,WARLEY,West Midlands,West Midlands,England,0.26,0.02,0.67
E14001017,WARRINGTON NORTH,Cheshire,North West,England,0.37,0.02,0.56
E14001018,WARRINGTON SOUTH,Cheshire,North West,England,0.44,0.05,0.48
E14001019,WARWICK AND LEAMINGTON,Warwickshire,West Midlands,England,0.44,0.05,0.47
E14001020,WASHINGTON AND SUNDERLAND WEST,Tyne and Wear,North East,England,0.29,0.02,0.61
E14001021,WATFORD,Hertfordshire,Eastern,England,0.46,0.09,0.42
E14001022,WAVENEY,Suffolk,Eastern,England,0.54,0.02,0.37
E14001023,WEALDEN,East Sussex,South East,England,0.61,0.10,0.22
E14001024,WEAVER VALE,Cheshire,North West,England,0.44,0.03,0.52
E14001025,WELLINGBOROUGH,Northamptonshire,East Midlands,England,0.57,0.03,0.34
E14001026,WELLS,Somerset,South West,England,0.50,0.38,0.12
E14001027,WELWYN HATFIELD,Hertfordshire,Eastern,England,0.51,0.07,0.37
E14001028,WENTWORTH AND DEARNE,South Yorkshire,Yorkshire and The Humber,England,0.31,0.04,0.65
E14001029,WEST BROMWICH EAST,West Midlands,West Midlands,England,0.38,0.02,0.58
E14001030,WEST BROMWICH WEST,West Midlands,West Midlands,England,0.40,0.01,0.52
E14001031,WEST DORSET,Dorset,South West,England,0.56,0.23,0.18
E14001032,WEST HAM,London,London,England,0.16,0.03,0.77
E14001033,WEST LANCASHIRE,Lancashire,North West,England,0.37,0.02,0.59
E14001034,WEST SUFFOLK,Suffolk,Eastern,England,0.61,0.04,0.28
E14001035,WEST WORCESTERSHIRE,Hereford and Worcester,West Midlands,England,0.61,0.09,0.24
E14001036,WESTMINSTER NORTH,London,London,England,0.33,0.05,0.60
E14001037,WESTMORLAND AND LONSDALE,Cumbria,North West,England,0.44,0.46,0.09
E14001038,WESTON-SUPER-MARE,Avon,South West,England,0.53,0.09,0.33
E14001039,WIGAN,Greater Manchester,North West,England,0.28,0.02,0.62
E14001040,WIMBLEDON,London,London,England,0.46,0.15,0.36
E14001041,WINCHESTER,Hampshire,South East,England,0.52,0.35,0.11
E14001042,WINDSOR,Berkshire,South East,England,0.64,0.10,0.23
E14001043,WIRRAL SOUTH,Merseyside,North West,England,0.39,0.03,0.57
E14001044,WIRRAL WEST,Merseyside,North West,England,0.42,0.03,0.54
E14001045,WITHAM,Essex,Eastern,England,0.64,0.06,0.26
E14001046,WITNEY,Oxfordshire,South East,England,0.56,0.20,0.21
E14001047,WOKING,Surrey,South East,England,0.54,0.18,0.24
E14001048,WOKINGHAM,Berkshire,South East,England,0.57,0.16,0.25
E14001049,WOLVERHAMPTON NORTH EAST,West Midlands,West Midlands,England,0.40,0.02,0.53
E14001050,WOLVERHAMPTON SOUTH EAST,West Midlands,West Midlands,England,0.35,0.01,0.58
E14001051,WOLVERHAMPTON SOUTH WEST,West Midlands,West Midlands,England,0.44,0.02,0.49
E14001052,WORCESTER,Hereford and Worcester,West Midlands,England,0.48,0.03,0.43
E14001053,WORKINGTON,Cumbria,North West,England,0.42,0.03,0.51
E14001054,WORSLEY AND ECCLES SOUTH,Greater Manchester,North West,England,0.39,0.02,0.57
E14001055,WORTHING WEST,West Sussex,South East,England,0.55,0.05,0.33
E14001056,WYCOMBE,Buckinghamshire,South East,England,0.50,0.08,0.38
E14001057,WYRE AND PRESTON NORTH,Lancashire,North West,England,0.58,0.05,0.35
E14001058,WYRE FOREST,Hereford and Worcester,West Midlands,England,0.58,0.04,0.32
E14001059,WYTHENSHAWE AND SALE EAST,Greater Manchester,North West,England,0.30,0.03,0.62
E14001060,YEOVIL,Somerset,South West,England,0.54,0.30,0.12
E14001061,YORK CENTRAL,North Yorkshire,Yorkshire and The Humber,England,0.30,0.05,0.65
E14001062,YORK OUTER,North Yorkshire,Yorkshire and The Humber,England,0.51,0.10,0.37
N06000001,BELFAST EAST,,Northern Ireland,Northern Ireland,0.01,,
N06000002,BELFAST NORTH,,Northern Ireland,Northern Ireland,,,
N06000003,BELFAST SOUTH,,Northern Ireland,Northern Ireland,0.01,,
N06000004,BELFAST WEST,,Northern Ireland,Northern Ireland,,,
N06000005,EAST ANTRIM,,Northern Ireland,Northern Ireland,0.03,,
N06000006,EAST LONDONDERRY,,Northern Ireland,Northern Ireland,0.01,,
N06000007,FERMANAGH AND SOUTH TYRONE,,Northern Ireland,Northern Ireland,,,
N06000008,FOYLE,,Northern Ireland,Northern Ireland,,,
N06000009,LAGAN VALLEY,,Northern Ireland,Northern Ireland,0.01,,
N06000010,MID ULSTER,,Northern Ireland,Northern Ireland,,,
N06000011,NEWRY AND ARMAGH,,Northern Ireland,Northern Ireland,,,
N06000012,NORTH ANTRIM,,Northern Ireland,Northern Ireland,,,
N06000013,NORTH DOWN,,Northern Ireland,Northern Ireland,0.02,,
N06000014,SOUTH ANTRIM,,Northern Ireland,Northern Ireland,,,
N06000015,SOUTH DOWN,,Northern Ireland,Northern Ireland,,,
N06000016,STRANGFORD,,Northern Ireland,Northern Ireland,0.01,,
N06000017,UPPER BANN,,Northern Ireland,Northern Ireland,,,
N06000018,WEST TYRONE,,Northern Ireland,Northern Ireland,,,
S14000001,ABERDEEN NORTH,,Scotland,Scotland,0.23,0.05,0.30
S14000002,ABERDEEN SOUTH,,Scotland,Scotland,0.42,0.06,0.21
S14000003,AIRDRIE AND SHOTTS,,Scotland,Scotland,0.23,0.02,0.37
S14000004,ANGUS,,Scotland,Scotland,0.45,0.03,0.13
S14000005,ARGYLL AND BUTE,,Scotland,Scotland,0.33,0.18,0.13
S14000006,"AYR, CARRICK AND CUMNOCK",,Scotland,Scotland,0.40,0.02,0.24
S14000007,BANFF AND BUCHAN,,Scotland,Scotland,0.48,0.03,0.09
S14000008,"BERWICKSHIRE, ROXBURGH AND SELKIRK",,Scotland,Scotland,0.54,0.05,0.09
S14000009,"CAITHNESS, SUTHERLAND AND EASTER ROSS",,Scotland,Scotland,0.23,0.36,0.12
S14000010,CENTRAL AYRSHIRE,,Scotland,Scotland,0.34,0.02,0.26
S14000011,"COATBRIDGE, CHRYSTON AND BELLSHILL",,Scotland,Scotland,0.16,0.02,0.43
S14000012,"CUMBERNAULD, KILSYTH AND KIRKINTILLOCH EAST",,Scotland,Scotland,0.18,0.03,0.34
S14000013,DUMFRIES AND GALLOWAY,,Scotland,Scotland,0.43,0.02,0.21
S14000014,"DUMFRIESSHIRE, CLYDESDALE AND TWEEDDALE",,Scotland,Scotland,0.49,0.04,0.17
S14000015,DUNDEE EAST,,Scotland,Scotland,0.27,0.04,0.26
S14000016,DUNDEE WEST,,Scotland,Scotland,0.16,0.03,0.33
S14000017,DUNFERMLINE AND WEST FIFE,,Scotland,Scotland,0.25,0.06,0.34
S14000018,EAST DUNBARTONSHIRE,,Scotland,Scotland,0.15,0.41,0.15
S14000019,"EAST KILBRIDE, STRATHAVEN AND LESMAHAGOW",,Scotland,Scotland,0.25,0.03,0.32
S14000020,EAST LOTHIAN,,Scotland,Scotland,0.30,0.03,0.36
S14000021,EAST RENFREWSHIRE,,Scotland,Scotland,0.40,0.02,0.27
S14000022,EDINBURGH EAST,,Scotland,Scotland,0.19,0.04,0.35
S14000023,EDINBURGH NORTH AND LEITH,,Scotland,Scotland,0.27,0.05,0.31
S14000024,EDINBURGH SOUTH,,Scotland,Scotland,0.20,0.03,0.55
S14000025,EDINBURGH SOUTH WEST,,Scotland,Scotland,0.33,0.04,0.27
S14000026,EDINBURGH WEST,,Scotland,Scotland,0.22,0.34,0.15
S14000027,NA H-EILEANAN AN IAR,,Scotland,Scotland,0.16,0.02,0.34
S14000028,FALKIRK,,Scotland,Scotland,0.26,0.02,0.30
S14000029,GLASGOW CENTRAL,,Scotland,Scotland,0.14,0.03,0.38
S14000030,GLASGOW EAST,,Scotland,Scotland,0.19,0.02,0.39
S14000031,GLASGOW NORTH,,Scotland,Scotland,0.15,0.03,0.34
S14000032,GLASGOW NORTH EAST,,Scotland,Scotland,0.13,0.02,0.43
S14000033,GLASGOW NORTH WEST,,Scotland,Scotland,0.18,0.04,0.36
S14000034,GLASGOW SOUTH,,Scotland,Scotland,0.19,0.03,0.37
S14000035,GLASGOW SOUTH WEST,,Scotland,Scotland,0.16,0.02,0.40
S14000036,GLENROTHES,,Scotland,Scotland,0.19,0.03,0.35
S14000037,GORDON,,Scotland,Scotland,0.41,0.12,0.12
S14000038,INVERCLYDE,,Scotland,Scotland,0.21,0.03,0.38
S14000039,"INVERNESS, NAIRN, BADENOCH AND STRATHSPEY",,Scotland,Scotland,0.31,0.12,0.16
S14000040,KILMARNOCK AND LOUDOUN,,Scotland,Scotland,0.27,0.02,0.29
S14000041,KIRKCALDY AND COWDENBEATH,,Scotland,Scotland,0.23,0.02,0.37
S14000042,LANARK AND HAMILTON EAST,,Scotland,Scotland,0.32,0.02,0.32
S14000043,LINLITHGOW AND EAST FALKIRK,,Scotland,Scotland,0.29,0.03,0.31
S14000044,LIVINGSTON,,Scotland,Scotland,0.24,0.03,0.33
S14000045,MIDLOTHIAN,,Scotland,Scotland,0.25,0.04,0.36
S14000046,MORAY,,Scotland,Scotland,0.48,0.02,0.11
S14000047,MOTHERWELL AND WISHAW,,Scotland,Scotland,0.20,0.02,0.38
S14000048,NORTH AYRSHIRE AND ARRAN,,Scotland,Scotland,0.31,0.02,0.27
S14000049,NORTH EAST FIFE,,Scotland,Scotland,0.24,0.33,0.10
S14000050,OCHIL AND SOUTH PERTHSHIRE,,Scotland,Scotland,0.41,0.03,0.20
S14000051,ORKNEY AND SHETLAND,,Scotland,Scotland,0.09,0.49,0.11
S14000052,PAISLEY AND RENFREWSHIRE NORTH,,Scotland,Scotland,0.28,0.03,0.32
S14000053,PAISLEY AND RENFREWSHIRE SOUTH,,Scotland,Scotland,0.19,0.03,0.35
S14000054,PERTH AND NORTH PERTHSHIRE,,Scotland,Scotland,0.42,0.05,0.10
S14000055,"ROSS, SKYE AND LOCHABER",,Scotland,Scotland,0.25,0.21,0.12
S14000056,RUTHERGLEN AND HAMILTON WEST,,Scotland,Scotland,0.20,0.04,0.38
S14000057,STIRLING,,Scotland,Scotland,0.37,0.03,0.22
S14000058,WEST ABERDEENSHIRE AND KINCARDINE,,Scotland,Scotland,0.48,0.09,0.11
S14000059,WEST DUNBARTONSHIRE,,Scotland,Scotland,0.17,0.02,0.38
W07000041,YNYS MON,,Wales,Wales,0.28,0.01,0.42
W07000042,DELYN,,Wales,Wales,0.41,0.03,0.52
W07000043,ALYN AND DEESIDE,,Wales,Wales,0.40,0.02,0.52
W07000044,WREXHAM,,Wales,Wales,0.44,0.02,0.49
W07000045,LLANELLI,,Wales,Wales,0.24,0.01,0.53
W07000046,GOWER,,Wales,Wales,0.43,0.02,0.50
W07000047,SWANSEA WEST,,Wales,Wales,0.31,0.03,0.60
W07000048,SWANSEA EAST,,Wales,Wales,0.26,0.02,0.63
W07000049,ABERAVON,,Wales,Wales,0.18,0.02,0.68
W07000050,CARDIFF CENTRAL,,Wales,Wales,0.20,0.13,0.62
W07000051,CARDIFF NORTH,,Wales,Wales,0.42,0.03,0.50
W07000052,RHONDDA,,Wales,Wales,0.10,0.01,0.64
W07000053,TORFAEN,,Wales,Wales,0.31,0.02,0.58
W07000054,MONMOUTH,,Wales,Wales,0.53,0.04,0.37
W07000055,NEWPORT EAST,,Wales,Wales,0.35,0.03,0.57
W07000056,NEWPORT WEST,,Wales,Wales,0.39,0.02,0.52
W07000057,ARFON,,Wales,Wales,0.16,0.02,0.41
W07000058,ABERCONWY,,Wales,Wales,0.45,0.03,0.43
W07000059,CLWYD WEST,,Wales,Wales,0.48,0.03,0.40
W07000060,VALE OF CLWYD,,Wales,Wales,0.44,0.02,0.50
W07000061,DWYFOR MEIRIONNYDD,,Wales,Wales,0.29,0.03,0.21
W07000062,CLWYD SOUTH,,Wales,Wales,0.39,0.02,0.51
W07000063,MONTGOMERYSHIRE,,Wales,Wales,0.52,0.25,0.16
W07000064,CEREDIGION,,Wales,Wales,0.18,0.29,0.20
W07000065,PRESELI PEMBROKESHIRE,,Wales,Wales,0.43,0.03,0.43
W07000066,CARMARTHEN WEST AND SOUTH PEMBROKESHIRE,,Wales,Wales,0.47,0.02,0.39
W07000067,CARMARTHEN EAST AND DINEFWR,,Wales,Wales,0.26,0.02,0.30
W07000068,BRECON AND RADNORSHIRE,,Wales,Wales,0.49,0.29,0.18
W07000069,NEATH,,Wales,Wales,0.24,0.02,0.57
W07000070,CYNON VALLEY,,Wales,Wales,0.19,0.02,0.61
W07000071,MERTHYR TYDFIL AND RHYMNEY,,Wales,Wales,0.18,0.03,0.67
W07000072,BLAENAU GWENT,,Wales,Wales,0.15,0.01,0.58
W07000073,BRIDGEND,,Wales,Wales,0.40,0.02,0.51
W07000074,OGMORE,,Wales,Wales,0.25,0.02,0.62
W07000075,PONTYPRIDD,,Wales,Wales,0.27,0.05,0.55
W07000076,CAERPHILLY,,Wales,Wales,0.25,0.02,0.54
W07000077,ISLWYN,,Wales,Wales,0.27,0.02,0.59
W07000078,VALE OF GLAMORGAN,,Wales,Wales,0.47,0.02,0.43
W07000079,CARDIFF WEST,,Wales,Wales,0.30,0.03,0.57
W07000080,CARDIFF SOUTH AND PENARTH,,Wales,Wales,0.30,0.03,0.59
